Sumber Sheet,Tanggal Gabungan,Month,Product,Kategori,Hari,Bulan,Tahun,Batch,Umur,Domisili,Kota,Kota(Jabodetabek),Provinsi,Negara,Background pendidikan,Asal Sekolah,Level pendidikan,Jurusan pendidikan,Jurusan,Jurusan S2 (jika ada),Kesibukan sekarang apa,Kategori Kesibukan,Level Pekerjaan,Kategori Pekerjaan,Waktu terakhir bekerja (kalau lagi nggak kerja/intern),Kegiatan yang dilakukan waktu luang/Hobi,Alasan mengambil kategori Bootcamp,Motivasi mengikuti bootcamp,Dengar Dibimbing darimana,Channel,Mengapa memilih Dibimbing,Pernah/Tidak memiliki pengalaman di bidang yang diambil,Apakah memiliki skill bahasa inggris,Penyaluran Kerja,Blog dibimbing,Community,Pernah ikut acara dibimbing/tidak,Catatan,Pengembalian Kontrak
BI,3/Jul/2025,Jul 2025,Business Intelligence,CAJC,3,Jul,2025,17,24,Palangka Raya, Palangka Raya, Palangka Raya,Kalimantan Tengah,Indonesia,Universitas Muhammadiyah Malang,Universitas Muhammadiyah Malang (UMM),Middle,S1 Informatika,Informatika,-,Job Seeker,Job seeker,Low,Job Seeker,-,-,Kenapa memilih career accelerator karena biayanya cukup di career accelerator dan untuk benefitnya merasa sudah cukup untuk kebutuhannya saat ini,"Kenapa memilih business intelligence karena tertarik dengan data yang tidak terlalu banyak ngoding karena memang banyak bidang data lainnya dan memilih business intelligence karena bisa untuk bisnis atau analisa bisnis jadi sebenarnya hampir mirip data analyst cuma data analyst kemarin ada belajar data science lalu sempat sharing dengan teman-temannya dan kebetulan dia backgroundnya IT namun ambil keamanan jaringan jadi dia nanya ke temannya yang data science katanya kalau di Indonesia untuk data analyst hanya SQL, Paiton dan ML sedikit ada lalu lihat silabus di business intelligence sudah memenuhi kebutuhannya saat ini, sehingga lebih memilih di business intelligence dan tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini",Linkedin,Linkedin,Testimoni dan kurikulum (kenapa memilih Dibimbing karena lihat kurikulumnya cocok dan lihat portofolio alumni dia penasaran dan pengen ikut),Testimoni dan kurikulum (kenapa memilih Dibimbing karena lihat kurikulumnya cocok dan lihat portofolio alumni dia penasaran dan pengen ikut),A1 Beginner (use simple phrases for basic needs with vocab level approximating 700 words),Tertarik,Tidak,Tidak,Ya,Linkedin (awal tahunya Dibimbing dari postingan temannya di linkedin yang ikut DSF lalu dia tertarik dan mencoba ikut DSF juga  dan tertarik ikut bootcampnya) dan Pernah ikut Digital Skill Fair Business Intelligence 39,-
DS,4/Jul/2025,Jul 2025,Data Science,JCJC+,4,Jul,2025,37,22,"Bandar Lampung, Lampun", Bandar Lampung, Bandar Lampung,Lampung,Indonesia,Institut Teknologi Sumatera,Institut Teknologi Sumatera,High,S1 (Farmasi),Farmasi,-,Job seeeker,Job seeker,Low,Job Seeker,-,-,Kenapa memilih job connector reguler karena ada perbedaan harga yang cukup jauh antara program  reguler dan program plus dan pembiayaan bootcamp ini menggunakan uang pribadinya maka menyesuaikan dengan budget yang ada,"Sebelumnya sudah tertarik dengan data, dan berkuliah di jurusan farmasi karena arahan dari orang tua, namun saat ini ada kendala yang tidak bisa bekerja hingga tahun depan. Maka dari itu sambil mengisi waktu luang dimanfaatkan dengan belajar data dan upgrade skill melalui bootcamp ini",Tik Tok Ads,TikTok Ads,"Event DSF selama 5 hari (awalnya ragu pilih dibimbing dan akhirnya coba ikutin event DSF selama 5 hari, yang akhirnya cukup menyenangkan dari yang awalnya ragu karena belajarnya online akhirnya bisa terjawab dengan event DSF tersebut. Sehingga tertarik untuk belajar lebih dalam lagi di dibimbing)","Event DSF selama 5 hari (awalnya ragu pilih dibimbing dan akhirnya coba ikutin event DSF selama 5 hari, yang akhirnya cukup menyenangkan dari yang awalnya ragu karena belajarnya online akhirnya bisa terjawab dengan event DSF tersebut. Sehingga tertarik untuk belajar lebih dalam lagi di dibimbing)",B1 Intermediate (have simple coversation about familiar topics with vocab level approximating 2500 words),Tertarik,,Tidak,Ya,Event DSF 40.0 (awal tahu dibimbing dengan mengikuti Event DSF ini selama 5 hari dan akhirnya tertarik dengan pembelajarannya sehingga daftar di dibimbing),-
DS,4/Jul/2025,Jul 2025,Data Science,JCJC+,4,Jul,2025,37,24,"Sleman, Yogyakarta", Sleman, Sleman,Yogyakarta,Indonesia,Universitas Islam Negeri Sunan Kalijaga,UIN,Middle,S1 (Ekonomi Syari'ah) ,Ekonomi,-,Bekerja,Pekerja,Middle,Karyawan Swasta,-,-,"Kenapa memilih job connector reguler karena dari segi fasilitas dan biaya sudah cocok dengan tipe job connector reguler. Selain itu, job connector reguler juga sudah ada fasilitas job connect, sehingga saat ini memilih job connector reguler. ettapi, dia sebenarnya juga berminat job connector plus, tetapi belum ada biaya yang cukup untuk ke plus","Saat ini sedang bekerja dan pekerjaannya yang membuatnya familiar dengan bidang data, sehingga mulai ada ketertarikan untuk mendalami ilmu dan bisa bekerja di bidang data. Oleh karena itu, tertarik mengikuti bootcamp ini untuk bisa mendapatkan pendampingan belajar dan persiapan karir yang lebih terarah dan maksimal dibidang data analyst dan data science ini",KOL,KOL,"Rekomendasi influencer Tiktok, silabus dan fasilitas job connect (memilih Dibimbing karena melihat video Tiktok influencer atas nama kak Bima. Kemudian, saat konsultasi dengan tim konsultan Dibimbing tertarik dengan silabus dan dokumen yang dikirimkan. Selain itu, tertarik ada fasilitas job connect yang ada di bootcamp data analyst dan data science tersebut) ","Rekomendasi influencer Tiktok, silabus dan fasilitas job connect (memilih Dibimbing karena melihat video Tiktok influencer atas nama kak Bima. Kemudian, saat konsultasi dengan tim konsultan Dibimbing tertarik dengan silabus dan dokumen yang dikirimkan. Selain itu, tertarik ada fasilitas job connect yang ada di bootcamp data analyst dan data science tersebut) ",B1 Intermediate (have simple coversation about familiar topics with vocab level approximating 2500 words),Tertarik,,Tidak,Tidak,KOL (tahu Dibimbing pertama kali dari postingan video Tiktok dari influencer atas nama Kak Bima yang merekomendasikan Dibimbing),-
DE,4/Jul/2025,Jul 2025,Data Engineering,CAJC,4,Jul,2025,11,23,"Kaohsiung, Taiwan ",Taiwan,Taiwan,Taiwan,Taiwan,"Chengshiu University, Kaohsiung Taiwan",Chengshiu University,High,S1 (Industrial Engineering Management),Teknik Industri,-,"Mahasiswa semester 3, kuliah sambil bekerja ",Pekerja,Low,Mahasiswa,-,-,"Kenapa memilih job connector karena dia ingin dibantu persiapan career dan job connectornya, sehingga lebih memilih program job connector yang menurutnya sesuai kebutuhannya saat ini","Tertarik dengan data karena sebelumnya SMA jurusan science lalu S1 di industrial engineering management menurutnya relate dengan jurusan yang dia dapat dan bisa mendapatkan peluang untuk panen lebih banyak dari jurusannya dan selama ini belum punya portofolio kalau tidak sekarang mulainya kapan lagi namun sebelumnya sempat melihat ke data science dan analyst tetapi setelah dia pertimbangkan lebih memilih yang data engineering karena jurusannya linier dan supaya berkesinambungan untuk ilmunya baru setelah ini akan mencoba data analyst dan science, sehingga saat ini lebih memilih data engineering dan tujuan utamanya selain untuk mengembangkan ilmu sebelumnya untuk menunjang career kedepannya di bidang ini",Google Search Sendiri,Organic,Fasilitas persiapan career dan job connector (kenapa memilih Dibimbing karena dia lihat ada fasilitas persiapan career dan job connector membuatnya cocok dengan Dibimbing),Fasilitas persiapan career dan job connector (kenapa memilih Dibimbing karena dia lihat ada fasilitas persiapan career dan job connector membuatnya cocok dengan Dibimbing),A2 Pre-intermediate (use the language for daily activities with vocab level approximating 1500 words),Tertarik,Tidak,Tidak,Tidak,Google search sendiri (tahu Dibimbing riset dari google lalu menemukan Dibimbing dilihat-lihat tertarik dan register),-
PMPM,4/Jul/2025,Jul 2025,Product Management,JCJC+,4,Jul,2025,16,27,"Tangerang Selatan, Banten",Banten,Banten,Banten,Indonesia,Universitaa Multimedia Nusantara,Universitaa Multimedia Nusantara,Middle,S1 (Teknik Informatika),Teknik Informatika,-,Bekerja sebagain Software Engineer,Pekerja,Middle,Karyawan BUMN,-,-,"Kenapa memilih job connector reguler karena melihat kebutuhannya saat ini fasilitas job connector reguler sudah cukup, sebab job connector reguler fasilitasnya tidak begitu jauh berbeda dengan job connector+",,Referral,Refferal,"Rekomendasi teman dan fasilitas job connect (memilih Dibimbing karena mendapat rekomendasi dari temannya yang bernama kak Alfito dan sudah pernah ikut bootcamp Dibimbing. Selain itu, sebelumnya compare dengan RevoU, tetapi untuk bootcamp product management ini di RevoU sedang tidak tersedia, sehingga memutuskan untuk ambil Dibimbing. Kemudian, tertarik juga dari adanya fasilitas job connect yang sesuai dengan kebutuhannya yang ingin berkarir dibidang product management)","Rekomendasi teman dan fasilitas job connect (memilih Dibimbing karena mendapat rekomendasi dari temannya yang bernama kak Alfito dan sudah pernah ikut bootcamp Dibimbing. Selain itu, sebelumnya compare dengan RevoU, tetapi untuk bootcamp product management ini di RevoU sedang tidak tersedia, sehingga memutuskan untuk ambil Dibimbing. Kemudian, tertarik juga dari adanya fasilitas job connect yang sesuai dengan kebutuhannya yang ingin berkarir dibidang product management)",C1 Advanced (express yourself fluently in any situation with vocab level approximating 8000 words),Tertarik,Tidak,Tidak,Tidak,"Referral (rekomendasi dari temannya atas nama kak Alfito yang juga sudah pernah ikut bootcamp bidang IT di Dibimbing. Namun, dia tidak tahu detail nama panjang dan program bootcamp yang diikuti temannya itu. Tetapi, dia tahu Dibimbing pertama kali dari Instagram ads)",-
DM,4/Jul/2025,Jul 2025,Digital Marketing,JCJC+,4,Jul,2025,32,33,"Bogor, Jawa Barat", Bogor,Jabodetabek,Jawa Barat,Indonesia,Sekolah Tinggi Desain Interstudi Jakarta,Sekolah Tinggi Desain Interstudi Jakarta,Middle,,,-,"- Bekerja sebagai web designer
- Freelance",Pekerja,Middle,Karyawan Swasta,-,-,Kenapa memilih job connector reguler karena yang membiayai dari company dan memang yang ingin dia dapatkan ilmunya serta menurutnya program job connector reguler sudah sesuai kebutuhannya saat ini,"Sebelumnya memang dari awal sedikit tertarik digital marketing dan pernah ikut mini bootcamp free selama 2 minggu selama itu belajar terkait dengan digital marketing terus dia merasa penasaran dan mau belajar lebih dalam lagi terkait dengan digital marketing dan ada beberapa hal yang membuatnya ingin switch career karena dia backgroundnya DKV karena dia melihat ada beberapa prospek yang membuat dia ingin belajar di digital marketing dan goalsnya tetap ke design namun hanya special project kalau untuk dailynya pengen terjun ke scope digital marketing pengen belajar hal-hal baru yang berkaitan dengan digital karena di kantornya juga handle di digital marketing dengan ikut bootcamp pengen memantapkan di bidang ini namun sebelumnya sempat ingin di bidang data analyst tetapi pekerjaan sekarang berhubungan dengan digital marketing dan ada beberapa hal yang freelancenya merujuk ke digital marketing, sehingga lebih memilih digital marketing dan tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang pekerjaan dan career kedepannya",Google Search Sendiri,Organic,Kurikulum dan harga affordable (kenapa memilih Dibimbing karena melihat silabusnya dan yang membiayai company yang mempertimbangkan segi harganya affordable),Kurikulum dan harga affordable (kenapa memilih Dibimbing karena melihat silabusnya dan yang membiayai company yang mempertimbangkan segi harganya affordable),B1 Intermediate (have simple coversation about familiar topics with vocab level approximating 2500 words),Tidak Tertarik,Tidak,Tidak,Tidak,Google search sendiri (tahu Dibimbing dari google search sendiri dan sempat dicompare dengan platform lain namun setelah dipertimbangkan akhirnya memilih Dibimbing),-
SCM,4/Jul/2025,Jul 2025,Supply Chain Management,CAJC,4,Jul,2025,1,24,"Jakarta Timur, Jakarta",Jakarta,Jabodetabek,DKI Jakarta,Indonesia,Universitas Darma Persada,Universitas Darma Persada,Middle,,,-,Bekerja sebagai supply chain administrator,Pekerja,Middle,Karyawan Swasta,-,-,Kenapa memilih career accelaration karena saat ini sudah bekerjanya sehingga ingin memperdalam saja dan upgrade skill ,Tujuannya adalah untuk bisa menunjang pekerjaannya yang juga di bidang SCM melalui praktikal skill dari bootcamp ini ,Instagram Search Sendiri,Instagram,"Silabusnya lengkap dan jangka waktu belajarnya sesuai keinginannya (melihat silabusnya sangat lengkap dan detail, selain itu jangka waktu belajarnya sekitar di 5-6 bulan merupakan jangka waktu yang pas untuk memperdalam materi sehingga tidak terlalu cepat dan tidak terlalu lama)","Silabusnya lengkap dan jangka waktu belajarnya sesuai keinginannya (melihat silabusnya sangat lengkap dan detail, selain itu jangka waktu belajarnya sekitar di 5-6 bulan merupakan jangka waktu yang pas untuk memperdalam materi sehingga tidak terlalu cepat dan tidak terlalu lama)",B1 Intermediate (have simple coversation about familiar topics with vocab level approximating 2500 words),Tertarik,Tidak,Tidak,Ya,Event Data Scientist (Pernah ikut event DSF dan akhirnya melalui event tersebut semakin tertarik dengan dibimbing. Selain itu karena saat ini pekerjaannya di bidang SCM maka memilih bootcamp SCM agar bisa menunjang pekerjaannya) ,-
DS,4/Jul/2025,Jul 2025,Data Science,JCJC+,4,Jul,2025,37+,23,"Sleman, D.I.Yogyakarta", Sleman, Sleman,Yogyakarta,Indonesia,Universitas Islam Indonesia,Universitas Islam Indonesia (UII),Middle,S1 (Akuntansi),Akuntansi,-,Mahasiswa semester 8,Mahasiswa,Low,Mahasiswa,-,-,Kenapa memilih job connector + karena ada internship yang dapat untuk menambah pengalaman secara praktik dan untuk menunjang portofolio serta ada job connector bergaransi sudah sesuai kebutuhannya saat ini,"Awalnya tertarik dengan data science sebelumnya dikasih tahu temannya tentang beasiswa salah satu provider dan dia daftar lalu keterima mendapat pelatihan dari Dicoding Indonesia dan belajar tentang data analyst setelah itu ada pembelajaran machine learning dan mulai mendalami lalu setelah mengerjakan tugas dia lanjut ke level intermediate mendalami di machine learning kearah data science dan merasa menyenangkan menarik dia bisa mengekplorasi data dan dapat digunakan alat mempermudah pekerjaan setelah ini selesai dia mencoba cari magang dan keterima sebagai data analyst dan ada pelatihan lagi untuk memahami data supaya terstruktur dengan baik dan dia dapat jobdesk untuk customer posisi melihat pola penjualan namun awalnya sempat ingin ke program cyber security tetapi setelah konsultasi bersama dengan tim diarahkan ke data analyst dan science serta dia memang tidak ada background jika di cyber security, sehingga lebih memilih data analyst dan science yang sudah ada bassicnya dan tujuan utamanya selain untuk mengembangkan skill sebelumnya untuk menunjang career kedepannya di bidang ini",Instagram Ads,Meta Ads,"Kurikulum, job connector bergaransi serta testimoni (kenapa memilih Dibimbing karena melihat segi kurikulum relevan dengan yang dia pelajari di Dicoding dan adanya job connector karena kebanyakan pelatihan tidak memberikan fasilitas yang memadai dan Dibimbing fasilitasnya full ada garansi dan pengulangan kelas jika gagal serta melihat testimoni banyak yang mulai dari 0 atau switch career) ","Kurikulum, job connector bergaransi serta testimoni (kenapa memilih Dibimbing karena melihat segi kurikulum relevan dengan yang dia pelajari di Dicoding dan adanya job connector karena kebanyakan pelatihan tidak memberikan fasilitas yang memadai dan Dibimbing fasilitasnya full ada garansi dan pengulangan kelas jika gagal serta melihat testimoni banyak yang mulai dari 0 atau switch career) ",A1 Beginner (use simple phrases for basic needs with vocab level approximating 700 words),Tertarik,,Tidak,Tidak,Instagram Ads (tahu Dibimbing dari ads instagram tiba-tiba muncul lalu dia lihat-lihat tertarik dan register),-
DS,4/Jul/2025,Jul 2025,Data Science,JCJC+,4,Jul,2025,36,34,"Warsaw, Poland",,,Polandia,Polandia,Telkom university,Universitas Telkom (Tel-U),High,S1 (Teknik Informatika),Teknik Informatika,Master Degree (Data analytics)  Warsaw University of Life Science,Bekerja sebagai Junior Data Scientist,Pekerja,Middle,Karyawan Swasta,-,-,Kenapa memilih job connector reguler karena fasilitasnya sudah sesuai dengan kebutuhannya dan saat ini usianya sudah 34 tahun sehingga tidak memungkinkan ambil yang plus,Ingin belajar untuk memperdalam lagi terkait data science karena sempat ketinggalan selama satu tahun karena sedang fokus merawat ayahnya yang sakit sehingga belajarnya sempat ke pause,Instagram Search Sendiri,Instagram,"Silabus lengkap dan pembelajarannya lebih komprehensif (pernah compare dengan bootcamp yang ada di Poland, namun karena ada beberapa materi yang menggunakan bahasa polish maka tidak jadi dan akhirnya search di instagram platform yang menyediakan data science sehingga tertarik dengan dibimbing dengan melihat silabusnya sangat lengkap jadi belajarnya lebih komprehensif)","Silabus lengkap dan pembelajarannya lebih komprehensif (pernah compare dengan bootcamp yang ada di Poland, namun karena ada beberapa materi yang menggunakan bahasa polish maka tidak jadi dan akhirnya search di instagram platform yang menyediakan data science sehingga tertarik dengan dibimbing dengan melihat silabusnya sangat lengkap jadi belajarnya lebih komprehensif)",C1 Advanced (express yourself fluently in any situation with vocab level approximating 8000 words),Tertarik,,Tidak,Tidak,"Instagram search sendiri (searching di instagram platform bootcamp dan melihat ada dibimbing, setelah mengetahui silabusnya lengkap jadi semakin tertarik)",-
ML,4/Jul/2025,Jul 2025,AI Machine Learning,CAJC,4,Jul,2025,8,25,Jambi, Jambi, Jambi,Jambi,Indonesia,Institut Teknologi Bandung,Institut Teknologi Bandung (ITB),Middle,S1 Teknik Sipil,Teknik Sipil,-,Bekerja,Pekerja,Middle,Karyawan Swasta,-,-,"Kenapa memilih career accelerator karena mengikuti bootcamp untuk mempelajari dan mendapatkan ilmu serta skill baru dibidang AI Machine Learning untuk kepentingan pekerjaannya saat ini. Oleh karena itu, career accelerator sudah cukup untuk memenuhi kebutuhannya. Selain itu, dari segi harga juga lebih cocok di harga jenis career accelerator","Adanya keinginan untuk belajar dan mendapatkan ilmu serta skill baru dibidang AI Machine Learning untuk kepentingan pekerjaanya agar bisa lebih mudah dan efisien dalam bekerja, karena AI saat ini menjadi bidang yang sering dibutuhkan. Oleh karena itu, tertarik mengikuti bootcamp sebagai langkah untuk proses belajarnya dengan dampingan tim bootcamp atau mentor profesional dibidang AI Machine Learning ini",Google Search Sendiri,Organic,"Silabus (memilih Dibimbing karena tertarik dengan silabus yang ada, karena setelah compare dengan platform lainnya, silabus milik Dibimbing lebih lengkap dan sesuai dengan yang dicarinya)","Silabus (memilih Dibimbing karena tertarik dengan silabus yang ada, karena setelah compare dengan platform lainnya, silabus milik Dibimbing lebih lengkap dan sesuai dengan yang dicarinya)",B2 Upper-intermediate (communicate confidently about many topics with vocab level approximating 4000 words),Tidak Tertarik,Tidak,Tidak,Tidak,"Google search sendiri (tahu Dibimbing dari search tentang bootcamp Machine Learning di Google dan dari hasil pencarian muncul salah satu platformnya, yakni Dibimbing)",
